"area" "region" "zone" "meters" "direction" "con" "floor" "year" "school" "subway" "tax" "num" "price" "meters_cg" "year_cg" "num_cg" "price_cg"
"昌平" "天通西苑二区" "2室1厅" 82 "南北" "天通苑二手房" "高楼层" 2001 "无学区" "有地铁" "满五年唯一" 210 25529 "50~100" "00~05" "2~3" "2~3万"
"海淀" "碧水云天" "2室1厅" 100 "东" "万柳二手房" "中楼层" 2004 "有学区" "有地铁" "满五年唯一" 850 84519 "50~100" "00~05" "8~9" "8~9万"
"大兴" "兴华园" "2室1厅" 77 "南北" "枣园二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 185 24026 "50~100" "00~05" "1~2" "2~3万"
"朝阳" "润泽悦溪" "2室2厅" 88 "南北" "北苑二手房" "中楼层" 2010 "无学区" "无地铁" "满五年唯一" 420 47728 "50~100" "10~15" "4~5" "4~5万"
"顺义" "广厦鑫苑" "2室1厅" 71 "南" "顺义城二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 156 21972 "50~100" "05~10" "1~2" "2~3万"
"昌平" "天通西苑二区" "3室1厅" 157 "南北" "天通苑二手房" "高楼层" 2003 "无学区" "有地铁" "满五年唯一" 330 21020 "150~200" "00~05" "3~4" "2~3万"
"朝阳" "秀水园" "2室1厅" 61 "南北" "甜水园二手房" "低楼层" 1996 "无学区" "有地铁" "满五年唯一" 280 45902 "50~100" "95~00" "2~3" "4~5万"
"顺义" "万科四季花城" "3室1厅" 117 "南北" "顺义城二手房" "低楼层" 2008 "无学区" "无地铁" "满五年唯一" 330 28182 "100~150" "05~10" "3~4" "2~3万"
"丰台" "晓月苑五里" "2室1厅" 96 "南西" "卢沟桥二手房" "高楼层" 2003 "无学区" "无地铁" "满五年唯一" 220 22877 "50~100" "00~05" "2~3" "2~3万"
"昌平" "天通西苑一区" "4室1厅" 186 "南北" "天通苑二手房" "低楼层" 2001 "无学区" "有地铁" "满五年唯一" 380 20330 "150~200" "00~05" "3~4" "2~3万"
"大兴" "长丰园三区" "3室1厅" 126 "南北" "科技园区二手房" "高楼层" 2003 "无学区" "无地铁" "满五年唯一" 238 18791 "100~150" "00~05" "2~3" "1~2万"
"石景山" "老山东里" "2室1厅" 50 "南北" "老山二手房" "高楼层" 1983 "无学区" "无地铁" "满五年唯一" 160 31841 "0~50" "<1990" "1~2" "3~4万"
"通州" "新翠景园" "1室1厅" 68 "南北" "九棵树(家乐福)二手房" "高楼层" 2005 "无学区" "无地铁" "满五年唯一" 160 23280 "50~100" "05~10" "1~2" "2~3万"
"大兴" "兴水家园" "2室1厅" 81 "南北" "黄村火车站二手房" "中楼层" 2006 "无学区" "无地铁" "满五年唯一" 180 22223 "50~100" "05~10" "1~2" "2~3万"
"朝阳" "晨光家园" "1室1厅" 72 "西" "石佛营二手房" "低楼层" 1999 "无学区" "有地铁" "满五年唯一" 250 34574 "50~100" "95~00" "2~3" "3~4万"
"朝阳" "石韵浩庭" "2室1厅" 78 "东南" "大望路二手房" "高楼层" 2001 "无学区" "有地铁" "满五年唯一" 460 58465 "50~100" "00~05" "4~5" "5~6万"
"丰台" "建欣苑四里" "3室1厅" 73 "东西" "大红门二手房" "高楼层" 1997 "无学区" "有地铁" "满五年唯一" 210 28444 "50~100" "95~00" "2~3" "2~3万"
"朝阳" "翠成馨园" "2室2厅" 102 "南北" "垡头二手房" "中楼层" 2007 "无学区" "无地铁" "满五年唯一" 295 28863 "100~150" "05~10" "2~3" "2~3万"
"通州" "阳光好东东" "2室1厅" 106 "南北" "乔庄二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 290 27359 "100~150" "05~10" "2~3" "2~3万"
"丰台" "丰益花园东区" "3室2厅" 145 "东南" "丽泽二手房" "低楼层" 2003 "无学区" "有地铁" "满五年唯一" 490 33794 "100~150" "00~05" "4~5" "3~4万"
"东城" "民旺园" "2室1厅" 67 "南北" "和平里二手房" "中楼层" 1997 "无学区" "有地铁" "非免税" 428 63174 "50~100" "95~00" "4~5" "6~7万"
"丰台" "太平桥小区" "2室1厅" 51 "南北" "太平桥二手房" "低楼层" 1996 "无学区" "有地铁" "满五年唯一" 225 43681 "50~100" "95~00" "2~3" "4~5万"
"通州" "站前巴黎" "2室1厅" 100 "南北" "梨园二手房" "低楼层" 2005 "无学区" "有地铁" "满五年唯一" 260 25964 "50~100" "05~10" "2~3" "2~3万"
"西城" "荣丰2008" "1室1厅" 30 "南" "广安门二手房" "中楼层" 2002 "有学区" "有地铁" "满五年唯一" 210 68315 "0~50" "00~05" "2~3" "6~7万"
"丰台" "韩庄子小区" "3室1厅" 116 "东南" "看丹桥二手房" "高楼层" 2008 "无学区" "有地铁" "满五年唯一" 380 32731 "100~150" "05~10" "3~4" "3~4万"
"通州" "金隅七零九零" "1室1厅" 72 "南" "临河里二手房" "中楼层" 2000 "无学区" "无地铁" "满五年唯一" 176 24370 "50~100" "00~05" "1~2" "2~3万"
"丰台" "久敬佳园一区" "2室2厅" 98 "东南" "和义二手房" "高楼层" 2007 "无学区" "无地铁" "满五年唯一" 280 28572 "50~100" "05~10" "2~3" "2~3万"
"丰台" "西罗园二区" "1室1厅" 52 "南" "西罗园二手房" "高楼层" 1992 "无学区" "无地铁" "满五年唯一" 195 36821 "50~100" "90~95" "1~2" "3~4万"
"丰台" "前泥洼小区" "2室2厅" 95 "南北" "北大地二手房" "低楼层" 2006 "无学区" "无地铁" "满五年唯一" 405 42338 "50~100" "05~10" "4~5" "4~5万"
"东城" "北官厅胡同2号院" "2室1厅" 58 "南北" "东直门二手房" "中楼层" 1985 "有学区" "有地铁" "满五年唯一" 375 64656 "50~100" "<1990" "3~4" "6~7万"
"通州" "群芳园" "2室1厅" 101 "南北" "临河里二手房" "高楼层" 1998 "无学区" "无地铁" "满五年唯一" 202 20000 "100~150" "95~00" "2~3" "1~2万"
"朝阳" "金蝉北里" "1室1厅" 55 "南北" "垡头二手房" "低楼层" 1996 "无学区" "有地铁" "满五年唯一" 170 30910 "50~100" "95~00" "1~2" "3~4万"
"顺义" "佳和宜园" "3室1厅" 90 "南北" "马坡二手房" "低楼层" 2009 "无学区" "无地铁" "非免税" 150 16667 "50~100" "05~10" "1~2" "1~2万"
"东城" "国瑞城东区" "3室1厅" 90 "西南" "崇文门二手房" "中楼层" 2005 "有学区" "有地铁" "满五年唯一" 530 58870 "50~100" "05~10" "5~6" "5~6万"
"顺义" "东方太阳城" "3室2厅" 159 "南北" "顺义城二手房" "中楼层" 2003 "无学区" "无地铁" "非免税" 300 18868 "150~200" "00~05" "2~3" "1~2万"
"通州" "海棠湾一期" "2室2厅" 86 "南北" "临河里二手房" "低楼层" 2011 "无学区" "无地铁" "非免税" 260 30233 "50~100" "10~15" "2~3" "3~4万"
"大兴" "红星北里" "2室1厅" 88 "南北" "和义二手房" "高楼层" 1997 "无学区" "无地铁" "满五年唯一" 200 22627 "50~100" "95~00" "1~2" "2~3万"
"昌平" "北郊农场宿舍" "2室1厅" 79 "南北" "回龙观二手房" "高楼层" 1995 "无学区" "无地铁" "满五年唯一" 230 28819 "50~100" "95~00" "2~3" "2~3万"
"昌平" "京科苑" "2室1厅" 86 "南北" "东关二手房" "低楼层" 1994 "无学区" "无地铁" "满五年唯一" 195 22675 "50~100" "90~95" "1~2" "2~3万"
"通州" "水仙园" "2室1厅" 83 "南北" "武夷花园二手房" "高楼层" 2000 "无学区" "无地铁" "非免税" 250 29812 "50~100" "00~05" "2~3" "2~3万"
"大兴" "长兴公寓" "2室1厅" 96 "东" "黄村火车站二手房" "中楼层" 2007 "无学区" "有地铁" "非免税" 200 20834 "50~100" "05~10" "1~2" "2~3万"
"通州" "果园235号院" "3室1厅" 93 "南北" "果园二手房" "高楼层" 1998 "无学区" "无地铁" "满五年唯一" 210 22564 "50~100" "95~00" "2~3" "2~3万"
"丰台" "和义东里五区" "2室1厅" 58 "南北" "和义二手房" "高楼层" 1985 "无学区" "有地铁" "满五年唯一" 160 27193 "50~100" "<1990" "1~2" "2~3万"
"顺义" "港馨家园" "3室1厅" 124 "南北" "顺义城二手房" "高楼层" 2007 "无学区" "无地铁" "满五年唯一" 260 20943 "100~150" "05~10" "2~3" "2~3万"
"海淀" "复兴路乙6号院" "3室1厅" 70 "西北" "军博二手房" "中楼层" 1985 "无学区" "有地铁" "满五年唯一" 385 55000 "50~100" "<1990" "3~4" "5~6万"
"昌平" "新康园" "3室1厅" 92 "北" "西三旗二手房" "高楼层" 2003 "有学区" "有地铁" "满五年唯一" 350 37879 "50~100" "00~05" "3~4" "3~4万"
"大兴" "郁花园一里" "2室1厅" 72 "南北" "黄村北二手房" "高楼层" 1998 "无学区" "有地铁" "满五年唯一" 180 24736 "50~100" "95~00" "1~2" "2~3万"
"朝阳" "酒仙桥三街坊" "2室1厅" 60 "东西" "酒仙桥二手房" "低楼层" 1999 "无学区" "无地铁" "满五年唯一" 190 31457 "50~100" "95~00" "1~2" "3~4万"
"燕郊" "纳丹堡" "1室1厅" 64 "西" "燕郊城区二手房" "高楼层" 2009 "无学区" "无地铁" "满五年唯一" 84 13008 "50~100" "05~10" "0~1" "1~2万"
"朝阳" "易构空间" "1室0厅" 44 "东" "大望路二手房" "低楼层" 2014 "无学区" "有地铁" "满五年唯一" 180 40459 "0~50" "10~15" "1~2" "4~5万"
"顺义" "滨河小区" "2室2厅" 84 "南北" "顺义城二手房" "高楼层" 1996 "无学区" "无地铁" "非免税" 160 18983 "50~100" "95~00" "1~2" "1~2万"
"丰台" "晶城秀府" "1室1厅" 92 "东" "成寿寺二手房" "高楼层" 2011 "无学区" "有地铁" "非免税" 380 40975 "50~100" "10~15" "3~4" "4~5万"
"朝阳" "南新园" "2室1厅" 74 "东南" "华威桥二手房" "高楼层" 1995 "无学区" "有地铁" "非免税" 280 37838 "50~100" "95~00" "2~3" "3~4万"
"顺义" "馨港庄园二区" "3室2厅" 141 "南北" "李桥二手房" "高楼层" 2005 "无学区" "无地铁" "非免税" 210 14805 "100~150" "05~10" "2~3" "1~2万"
"东城" "聚龙花园" "1室1厅" 105 "东" "工体二手房" "中楼层" 1996 "无学区" "有地铁" "满五年唯一" 520 49524 "100~150" "95~00" "5~6" "4~5万"
"西城" "右安门内西街" "3室0厅" 56 "南北" "右安门内二手房" "高楼层" 1979 "无学区" "无地铁" "满五年唯一" 320 56628 "50~100" "<1990" "3~4" "5~6万"
"西城" "复兴门外大街" "1室1厅" 49 "南" "木樨地二手房" "中楼层" 1989 "有学区" "无地铁" "满五年唯一" 470 94189 "0~50" "<1990" "4~5" "9~10万"
"丰台" "明月嘉园" "1室1厅" 54 "西" "马家堡二手房" "中楼层" 2005 "无学区" "有地铁" "满五年唯一" 183 33889 "50~100" "05~10" "1~2" "3~4万"
"石景山" "远洋山水" "2室2厅" 101 "西北" "鲁谷二手房" "中楼层" 2007 "无学区" "有地铁" "满五年唯一" 423 41820 "100~150" "05~10" "4~5" "4~5万"
"丰台" "正阳小区" "3室1厅" 134 "东南" "北大地二手房" "低楼层" 2000 "有学区" "有地铁" "满五年唯一" 400 29685 "100~150" "00~05" "3~4" "2~3万"
"海淀" "鑫雅苑" "2室1厅" 106 "东南" "皂君庙二手房" "低楼层" 1999 "无学区" "无地铁" "满五年唯一" 565 53002 "100~150" "95~00" "5~6" "5~6万"
"朝阳" "领地OFFICE" "1室1厅" 81 "南" "北苑二手房" "高楼层" 2005 "无学区" "有地铁" "满五年唯一" 306 37778 "50~100" "05~10" "3~4" "3~4万"
"海淀" "建设部大院" "2室1厅" 68 "西北" "甘家口二手房" "高楼层" 1990 "有学区" "有地铁" "满五年唯一" 460 66851 "50~100" "90~95" "4~5" "6~7万"
"朝阳" "柳芳南里" "2室1厅" 81 "南" "国展二手房" "低楼层" 1990 "无学区" "有地铁" "满五年唯一" 318 39182 "50~100" "90~95" "3~4" "3~4万"
"朝阳" "农光里" "2室1厅" 101 "南西" "劲松二手房" "高楼层" 2001 "无学区" "有地铁" "满五年唯一" 306 30238 "100~150" "00~05" "3~4" "3~4万"
"朝阳" "北苑家园望春园" "2室2厅" 83 "南西" "北苑二手房" "低楼层" 2008 "无学区" "有地铁" "满五年唯一" 310 37162 "50~100" "05~10" "3~4" "3~4万"
"朝阳" "山水蓝维" "2室1厅" 96 "南北" "北苑二手房" "中楼层" 2006 "无学区" "无地铁" "满五年唯一" 448 46493 "50~100" "05~10" "4~5" "4~5万"
"朝阳" "星河湾" "3室2厅" 231 "南北" "朝青二手房" "中楼层" 2002 "无学区" "有地铁" "满五年唯一" 1300 56117 ">200" "00~05" ">10" "5~6万"
"朝阳" "华腾园" "3室2厅" 115 "东南" "劲松二手房" "中楼层" 2000 "无学区" "有地铁" "满五年唯一" 490 42572 "100~150" "00~05" "4~5" "4~5万"
"朝阳" "通惠家园" "2室1厅" 80 "西南" "四惠二手房" "低楼层" 2001 "无学区" "无地铁" "满五年唯一" 250 31176 "50~100" "00~05" "2~3" "3~4万"
"丰台" "青塔秀园" "2室1厅" 60 "东西" "青塔二手房" "中楼层" 1996 "无学区" "无地铁" "满五年唯一" 180 30000 "50~100" "95~00" "1~2" "2~3万"
"海淀" "罗庄西里" "3室1厅" 109 "东南北" "知春路二手房" "中楼层" 1997 "有学区" "有地铁" "满五年唯一" 480 43836 "100~150" "95~00" "4~5" "4~5万"
"朝阳" "安华西里一区" "2室1厅" 66 "南" "安贞二手房" "中楼层" 1988 "有学区" "有地铁" "满五年唯一" 305 45969 "50~100" "<1990" "3~4" "4~5万"
"朝阳" "北苑家园茉藜园" "3室2厅" 127 "东南" "北苑二手房" "低楼层" 2004 "无学区" "无地铁" "满五年唯一" 400 31497 "100~150" "00~05" "3~4" "3~4万"
"大兴" "彩虹新城" "2室2厅" 89 "南北" "枣园二手房" "低楼层" 2008 "无学区" "有地铁" "满五年唯一" 270 30334 "50~100" "05~10" "2~3" "3~4万"
"昌平" "新龙城" "2室1厅" 96 "南北" "龙泽二手房" "中楼层" 2008 "无学区" "无地铁" "满五年唯一" 295 30730 "50~100" "05~10" "2~3" "3~4万"
"海淀" "志新村" "2室1厅" 61 "南北" "二里庄二手房" "高楼层" 1994 "无学区" "无地铁" "满五年唯一" 315 50971 "50~100" "90~95" "3~4" "5~6万"
"朝阳" "北苑家园紫绶园" "2室1厅" 84 "南北" "北苑二手房" "中楼层" 1999 "无学区" "有地铁" "满五年唯一" 286 34008 "50~100" "95~00" "2~3" "3~4万"
"朝阳" "季景沁园" "3室2厅" 141 "南北" "望京二手房" "中楼层" 2008 "无学区" "有地铁" "满五年唯一" 670 47501 "100~150" "05~10" "6~7" "4~5万"
"石景山" "苹果园小区三区" "2室1厅" 80 "南" "苹果园二手房" "中楼层" 1995 "无学区" "有地铁" "满五年唯一" 217 26820 "50~100" "95~00" "2~3" "2~3万"
"海淀" "逸成东苑" "3室2厅" 156 "南北" "学院路二手房" "中楼层" 2003 "无学区" "无地铁" "满五年唯一" 768 49231 "150~200" "00~05" "7~8" "4~5万"
"大兴" "首邑上城" "2室1厅" 97 "南北" "枣园二手房" "中楼层" 2007 "无学区" "有地铁" "满五年唯一" 290 29732 "50~100" "05~10" "2~3" "2~3万"
"朝阳" "北苑家园望春园" "3室2厅" 130 "南北" "北苑二手房" "低楼层" 2008 "无学区" "有地铁" "满五年唯一" 490 37620 "100~150" "05~10" "4~5" "3~4万"
"朝阳" "风格雅园" "3室2厅" 150 "南北" "望京二手房" "高楼层" 2000 "有学区" "有地铁" "满五年唯一" 660 44000 "100~150" "00~05" "6~7" "4~5万"
"丰台" "三环新城6号院" "2室2厅" 93 "南西北" "玉泉营二手房" "高楼层" 2006 "无学区" "有地铁" "满五年唯一" 300 32259 "50~100" "05~10" "2~3" "3~4万"
"丰台" "丽水园" "3室2厅" 144 "南北" "马家堡二手房" "中楼层" 2003 "无学区" "有地铁" "满五年唯一" 595 41320 "100~150" "00~05" "5~6" "4~5万"
"东城" "中景濠庭" "3室2厅" 192 "南北" "安定门二手房" "中楼层" 2002 "有学区" "有地铁" "满五年唯一" 1060 55209 "150~200" "00~05" ">10" "5~6万"
"丰台" "国润商务大厦" "3室1厅" 157 "西南" "七里庄二手房" "高楼层" 2006 "无学区" "无地铁" "满五年唯一" 466 29597 "150~200" "05~10" "4~5" "2~3万"
"丰台" "望园西里" "3室1厅" 70 "南北" "七里庄二手房" "中楼层" 1996 "无学区" "有地铁" "非免税" 260 36917 "50~100" "95~00" "2~3" "3~4万"
"海淀" "五机床厂宿舍" "2室1厅" 57 "南北" "西三旗二手房" "高楼层" 1985 "无学区" "无地铁" "满五年唯一" 188 32983 "50~100" "<1990" "1~2" "3~4万"
"朝阳" "望京新城" "2室1厅" 89 "南" "望京二手房" "中楼层" 1997 "有学区" "有地铁" "非免税" 360 40450 "50~100" "95~00" "3~4" "4~5万"
"朝阳" "甘露园南里" "3室1厅" 72 "东北" "甘露园二手房" "高楼层" 1994 "无学区" "无地铁" "满五年唯一" 208 28889 "50~100" "90~95" "2~3" "2~3万"
"朝阳" "南竺园" "2室1厅" 79 "南北" "首都机场二手房" "高楼层" 1994 "无学区" "无地铁" "满五年唯一" 145 18178 "50~100" "90~95" "1~2" "1~2万"
"燕郊" "福城上上城三季" "3室1厅" 118 "南北" "燕郊城区二手房" "低楼层" 2011 "无学区" "无地铁" "满五年唯一" 140 11865 "100~150" "10~15" "1~2" "1~2万"
"东城" "兴化西里" "3室1厅" 70 "南北" "和平里二手房" "地下室" 1980 "有学区" "有地铁" "满五年唯一" 300 42858 "50~100" "<1990" "2~3" "4~5万"
"丰台" "玺萌丽苑" "3室1厅" 117 "东" "草桥二手房" "高楼层" 2003 "无学区" "有地铁" "非免税" 420 35849 "100~150" "00~05" "4~5" "3~4万"
"顺义" "东兴一区" "2室1厅" 93 "南北" "顺义城二手房" "高楼层" 1995 "无学区" "有地铁" "满五年唯一" 176 18909 "50~100" "95~00" "1~2" "1~2万"
"朝阳" "松榆西里" "2室1厅" 65 "东北" "潘家园二手房" "高楼层" 1988 "无学区" "有地铁" "非免税" 210 32293 "50~100" "<1990" "2~3" "3~4万"
"丰台" "建茗苑" "3室1厅" 122 "西南" "马连道二手房" "高楼层" 2008 "无学区" "有地铁" "满五年唯一" 435 35522 "100~150" "05~10" "4~5" "3~4万"
"房山" "西潞园三里" "2室2厅" 80 "南北" "良乡二手房" "中楼层" 1996 "无学区" "无地铁" "满五年唯一" 159 19875 "50~100" "95~00" "1~2" "1~2万"
"朝阳" "万方景轩" "1室1厅" 72 "南西" "太阳宫二手房" "高楼层" 2005 "有学区" "有地铁" "非免税" 370 50965 "50~100" "05~10" "3~4" "5~6万"
"房山" "北潞芳家园" "2室1厅" 85 "南北" "良乡二手房" "中楼层" 2001 "无学区" "无地铁" "满五年唯一" 160 18664 "50~100" "00~05" "1~2" "1~2万"
"朝阳" "雅成一里" "3室2厅" 106 "西南" "朝青二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 305 28774 "100~150" "00~05" "3~4" "2~3万"
"昌平" "西环里35号院" "2室1厅" 81 "南北" "西关环岛二手房" "中楼层" 1996 "无学区" "无地铁" "满五年唯一" 165 20164 "50~100" "95~00" "1~2" "2~3万"
"石景山" "六合园" "2室1厅" 77 "东" "鲁谷二手房" "高楼层" 1996 "无学区" "无地铁" "非免税" 215 27847 "50~100" "95~00" "2~3" "2~3万"
"海淀" "鑫德嘉园" "2室2厅" 111 "西南" "魏公村二手房" "高楼层" 2000 "无学区" "无地铁" "非免税" 610 54891 "100~150" "00~05" "6~7" "5~6万"
"朝阳" "融华世家" "3室2厅" 154 "南北" "亚运村小营二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 800 51949 "150~200" "10~15" "7~8" "5~6万"
"丰台" "珠江御景" "3室2厅" 132 "南北" "丰台其它二手房" "高楼层" 2008 "无学区" "无地铁" "满五年唯一" 255 19319 "100~150" "05~10" "2~3" "1~2万"
"东城" "铜厂子胡同" "2室1厅" 50 "南北" "东直门二手房" "低楼层" 1989 "无学区" "无地铁" "满五年唯一" 380 75502 "0~50" "<1990" "3~4" "7~8万"
"房山" "徜徉嘉园5号院" "2室1厅" 91 "南" "长阳二手房" "低楼层" 2012 "无学区" "无地铁" "非免税" 225 24704 "50~100" "10~15" "2~3" "2~3万"
"朝阳" "团结湖北三条" "2室1厅" 53 "南" "团结湖二手房" "高楼层" 1983 "无学区" "有地铁" "满五年唯一" 215 40567 "50~100" "<1990" "2~3" "4~5万"
"昌平" "郝庄家园南区" "2室1厅" 85 "南北" "西关环岛二手房" "中楼层" 2001 "无学区" "无地铁" "满五年唯一" 140 16471 "50~100" "00~05" "1~2" "1~2万"
"朝阳" "紫薇天悦" "1室1厅" 87 "西" "亚运村小营二手房" "低楼层" 2008 "有学区" "有地铁" "非免税" 400 45835 "50~100" "05~10" "3~4" "4~5万"
"丰台" "西罗园南里" "2室1厅" 63 "南西" "西罗园二手房" "低楼层" 1998 "无学区" "有地铁" "非免税" 210 33334 "50~100" "95~00" "2~3" "3~4万"
"昌平" "郝庄家园" "2室1厅" 89 "南北" "西关环岛二手房" "高楼层" 2003 "无学区" "无地铁" "满五年唯一" 160 17884 "50~100" "00~05" "1~2" "1~2万"
"丰台" "和义西里三区" "2室1厅" 90 "南北" "和义二手房" "高楼层" 2004 "无学区" "有地铁" "满五年唯一" 245 27093 "50~100" "00~05" "2~3" "2~3万"
